E01A;ED06C;pobrezai
2950000;Superior Universitario;No pobre
1600000;No obtuvo;No pobre
4500000;Superior Universitario;No pobre
2800000;Superior Universitario;No pobre
20000000;Superior Universitario;No pobre
0;No obtuvo;No pobre
4000000;Superior Universitario;No pobre
0;No obtuvo;No pobre
3400000;Superior Universitario;No pobre
2500000;Técnica Superior;No pobre
2500000;No obtuvo;No pobre
10000000;Superior Universitario;No pobre
1000000;Superior Universitario;No pobre
4000000;Maestría (Post universitario);No pobre
4000000;Superior Universitario;No pobre
0;Superior Universitario;No pobre
0;Superior Universitario;No pobre
0;Maestría (Post universitario);No pobre
9400000;Maestría (Post universitario);No pobre
2000000;No obtuvo;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
8000000;No obtuvo;No pobre
0;Superior Universitario;No pobre
0;No obtuvo;No pobre
10000000;Superior Universitario;No pobre
7000000;Superior Universitario;No pobre
4000000;Superior Universitario;No pobre
2650000;No obtuvo;No pobre
3500000;Superior Universitario;No pobre
5000000;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
3500000;Superior Universitario;No pobre
0;No obtuvo;No pobre
4000000;No obtuvo;No pobre
2450000;No obtuvo;No pobre
No obtuvo00000;Superior Universitario;No pobre
2750000;No obtuvo;No pobre
3000000;Superior Universitario;No pobre
2800000;Superior Universitario;No pobre
4300000;Superior Universitario;No pobre
2500000;No obtuvo;No pobre
2000000;Superior Universitario;No pobre
2000000;No obtuvo;No pobre
1600000;No obtuvo;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
2300000;Superior Universitario;No pobre
1500000;EEB (1º y 2º ciclo);No pobre
4000000;Superior Universitario;No pobre
0;Superior Universitario;No pobre
3000000;Superior Universitario;No pobre
5000000;Superior Universitario;No pobre
7500000;EEB (1º y 2º ciclo);No pobre
Militar/Policial (Post no universitario)000000;Superior Universitario;No pobre
7000000;No obtuvo;No pobre
3000000;No obtuvo;No pobre
2450000;No obtuvo;No pobre
0;No obtuvo;No pobre
3000000;No obtuvo;No pobre
3500000;Superior Universitario;No pobre
3200000;No obtuvo;No pobre
2980000;Especialización (Post universitario);No pobre
6000000;No obtuvo;No pobre
0;No obtuvo;No pobre
0;Superior Universitario;No pobre
3000000;Superior Universitario;No pobre
3000000;Superior Universitario;No pobre
2500000;Superior Universitario;No pobre
3000000;No obtuvo;No pobre
0;No obtuvo;No pobre
0;No obtuvo;Pobre no extremo
2500000;No obtuvo;Pobre no extremo
2000000;Superior Universitario;No pobre
7000000;Superior Universitario;No pobre
2500000;Técnica Superior;No pobre
2300000;No obtuvo;No pobre
0;Superior Universitario;No pobre
0;Educación Media;Pobre no extremo
500000;No obtuvo;Pobre no extremo
11000000;Superior Universitario;No pobre
0;No obtuvo;No pobre
1600000;EEB (1º y 2º ciclo);No pobre
5020000;Especialización (Post universitario);No pobre
4620000;Superior Universitario;No pobre
5400000;Superior Universitario;No pobre
2400000;No obtuvo;No pobre
2600000;No obtuvo;No pobre
5000000;Maestría (Post universitario);No pobre
5000000;Superior Universitario;No pobre
9000000;Superior Universitario;No pobre
3200000;Superior Universitario;No pobre
2600000;No obtuvo;No pobre
0;No obtuvo;No pobre
3900000;Superior Universitario;No pobre
5000000;Superior Universitario;No pobre
0;Superior Universitario;No pobre
0;No obtuvo;No pobre
4400000;No obtuvo;No pobre
2500000;No obtuvo;No pobre
5000000;No obtuvo;No pobre
2750000;No obtuvo;No pobre
0;Superior Universitario;No pobre
8500000;Superior Universitario;No pobre
4800000;Superior Universitario;No pobre
2500000;Superior Universitario;No pobre
4000000;Superior Universitario;No pobre
0;Superior Universitario;No pobre
0;No obtuvo;Pobre no extremo
0;Técnica Superior;No pobre
5500000;No obtuvo;No pobre
4500000;No obtuvo;No pobre
3000000;No obtuvo;No pobre
3000000;Superior Universitario;No pobre
1500000;No obtuvo;No pobre
3000000;Técnica Superior;No pobre
0;No obtuvo;No pobre
0;Educación Inicial;No pobre
3800000;No obtuvo;No pobre
3600000;Superior Universitario;No pobre
2700000;No obtuvo;No pobre
3000000;Superior Universitario;No pobre
0;Superior Universitario;No pobre
3No Técnico Superior (Post no universitario)0000;No obtuvo;No pobre
0;No obtuvo;No pobre
5400000;EEB (1º y 2º ciclo);No pobre
2000000;Superior Universitario;No pobre
2690000;No obtuvo;No pobre
2500000;No obtuvo;No pobre
0;Técnica Superior;No pobre
0;Superior Universitario;No pobre
8200000;Superior Universitario;No pobre
7000000;Superior Universitario;No pobre
870000;Educación Media;No pobre
1500000;Superior Universitario;No pobre
2800000;No obtuvo;No pobre
2000000;No obtuvo;No pobre
2000000;No obtuvo;No pobre
0;No obtuvo;No pobre
2800000;No obtuvo;No pobre
3680000;Especialización (Post universitario);No pobre
0;No obtuvo;No pobre
0;Educación Media;No pobre
2560000;No obtuvo;No pobre
3320000;No obtuvo;No pobre
3000000;Superior Universitario;No pobre
4000000;Superior Universitario;No pobre
2500000;Superior Universitario;No pobre
2200000;Superior Universitario;No pobre
2000000;No obtuvo;No pobre
2800000;No obtuvo;No pobre
3000000;No obtuvo;No pobre
400000;No obtuvo;No pobre
3200000;No obtuvo;No pobre
4000000;Superior Universitario;No pobre
6000000;No obtuvo;No pobre
500000;Superior Universitario;No pobre
2500000;Superior Universitario;No pobre
6000000;Superior Universitario;No pobre
2000000;Superior Universitario;No pobre
0;Superior Universitario;No pobre
4300000;Superior Universitario;No pobre
Militar/Policial (Post no universitario)00000;Técnica Superior;No pobre
0;EEB (1º y 2º ciclo);No pobre
2500000;No obtuvo;No pobre
0;No obtuvo;No pobre
2500000;Superior Universitario;No pobre
3000000;Superior Universitario;No pobre
2000000;No obtuvo;No pobre
350000;EEB (1º y 2º ciclo);No pobre
2300000;Superior Universitario;No pobre
2300000;No obtuvo;No pobre
0;No obtuvo;No pobre
2650000;No obtuvo;No pobre
0;No obtuvo;No pobre
2500000;No obtuvo;No pobre
7000000;Maestría (Post universitario);No pobre
640000;No obtuvo;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
5300000;Técnica Superior;No pobre
800000;No obtuvo;No pobre
8000000;Superior Universitario;No pobre
2Militar/Policial (Post no universitario)0000;No obtuvo;No pobre
1000000;No obtuvo;No pobre
0;No obtuvo;No pobre
2500000;Superior Universitario;No pobre
6000000;No obtuvo;No pobre
0;No obtuvo;No pobre
3000000;No obtuvo;No pobre
3360000;Superior Universitario;No pobre
4300000;Superior Universitario;No pobre
5000000;No obtuvo;No pobre
0;Superior Universitario;No pobre
1680000;Superior Universitario;No pobre
500000;Superior Universitario;No pobre
2200000;No obtuvo;No pobre
2100000;No obtuvo;No pobre
4619000;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
8000000;Militar/Policial;No pobre
2500000;No obtuvo;No pobre
2500000;No obtuvo;No pobre
1800000;No obtuvo;No pobre
0;No obtuvo;No pobre
2300000;No obtuvo;No pobre
0;No obtuvo;No pobre
1000000;No obtuvo;No pobre
5000000;No obtuvo;No pobre
7000000;Maestría (Post universitario);No pobre
1000000;No obtuvo;No pobre
0;No obtuvo;No pobre
1000000;Superior Universitario;No pobre
150000;Técnica Superior;No pobre
2600000;Superior Universitario;No pobre
3000000;No obtuvo;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
2500000;No obtuvo;No pobre
5000000;No obtuvo;No pobre
100000;EEB (1º y 2º ciclo);No pobre
2200000;Militar/Policial;No pobre
2200000;Militar/Policial;No pobre
4100000;No obtuvo;No pobre
0;Superior Universitario;No pobre
2600000;Superior Universitario;No pobre
2000000;No obtuvo;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
6200000;Superior Universitario;No pobre
6000000;Superior Universitario;No pobre
0;No obtuvo;No pobre
3600000;EEB (1º y 2º ciclo);No pobre
2500000;No obtuvo;No pobre
0;Técnica Superior;No pobre
0;No obtuvo;No pobre
3000000;Militar/Policial;No pobre
3500000;Superior Universitario;No pobre
2360000;Especialización (Post universitario);No pobre
4280000;Superior Universitario;No pobre
65Militar/Policial (Post no universitario)084;Militar/Policial;No pobre
6033060;Maestría (Post universitario);No pobre
0;No obtuvo;No pobre
1500000;No obtuvo;No pobre
1000000;Educación Media;No pobre
5000000;Superior Universitario;No pobre
9767240;Especialización (Post universitario);No pobre
6960000;Superior Universitario;No pobre
15208704;Especialización (Post universitario);No pobre
5460000;Especialización (Post universitario);No pobre
5460000;Técnica Superior;No pobre
2400000;Superior Universitario;No pobre
5000000;Técnica Superior;No pobre
2400000;No obtuvo;No pobre
0;No obtuvo;No pobre
0;Formación Docente (Post no universitario);No pobre
0;Educación Media;No pobre
3000000;No obtuvo;No pobre
2000000;No obtuvo;No pobre
3503600;Superior Universitario;No pobre
2300000;No obtuvo;No pobre
0;EEB (1º y 2º ciclo);No pobre
2352000;Especialización (Post universitario);No pobre
4400000;Especialización (Post universitario);No pobre
8500000;Especialización (Post universitario);No pobre
Militar/Policial (Post no universitario)73000;Superior Universitario;No pobre
4290000;Superior Universitario;No pobre
3000000;EEB (1º y 2º ciclo);No pobre
0;No obtuvo;No pobre
3500000;Superior Universitario;No pobre
1500000;No obtuvo;No pobre
5700000;Superior Universitario;No pobre
2500000;EEB (1º y 2º ciclo);No pobre
0;No obtuvo;No pobre
0;EEB (1º y 2º ciclo);No pobre
2550000;Técnica Superior;No pobre
2000000;Superior Universitario;No pobre
8000000;Maestría (Post universitario);No pobre
3100000;Superior Universitario;No pobre
3500000;Superior Universitario;No pobre
3000000;Superior Universitario;No pobre
2370000;No obtuvo;No pobre
26No obtuvo000;Superior Universitario;No pobre
6419865;Maestría (Post universitario);No pobre
400000;No obtuvo;Pobre no extremo
1600000;No obtuvo;No pobre
407Militar/Policial (Post no universitario)97;Militar/Policial;No pobre
2200000;No obtuvo;No pobre
0;No obtuvo;No pobre
0;EEB (3er ciclo);No pobre
0;Superior Universitario;Pobre no extremo
0;No obtuvo;Pobre extremo
2680373;Superior Universitario;No pobre
6000000;EEB (1º y 2º ciclo);No pobre
4000000;Superior Universitario;No pobre
3000000;Superior Universitario;No pobre
0;EEB (1º y 2º ciclo);No pobre
2000000;Técnica Superior;No pobre
2300000;Superior Universitario;No pobre
3000000;Superior Universitario;No pobre
2500000;Superior Universitario;No pobre
No obtuvo000000;Superior Universitario;No pobre
No obtuvo000000;Superior Universitario;No pobre
3800000;No obtuvo;No pobre
2200000;No obtuvo;No pobre
1800000;Superior Universitario;No pobre
2195000;No obtuvo;No pobre
3700000;Formación Docente (Post no universitario);No pobre
Militar/Policial (Post no universitario)000000;Superior Universitario;No pobre
2000000;No obtuvo;No pobre
4000000;No obtuvo;No pobre
0;Superior Universitario;No pobre
0;EEB (1º y 2º ciclo);No pobre
No obtuvo500000;Superior Universitario;No pobre
0;Educación Media;No pobre
0;No obtuvo;Pobre no extremo
No obtuvo00000;Educación Media;Pobre no extremo
0;EEB (1º y 2º ciclo);No pobre
3000000;No obtuvo;No pobre
0;Superior Universitario;No pobre
2792160;Especialización (Post universitario);No pobre
1000000;No obtuvo;No pobre
1000000;No obtuvo;No pobre
0;No obtuvo;No pobre
2200000;No obtuvo;No pobre
2550307;Técnica Superior;No pobre
4600000;No obtuvo;No pobre
0;EEB (1º y 2º ciclo);No pobre
2500000;Superior Universitario;No pobre
3600000;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;No obtuvo;Pobre no extremo
3000000;Superior Universitario;No pobre
500000;Educación Inicial;Pobre no extremo
3000000;No obtuvo;No pobre
1000000;No obtuvo;No pobre
1600000;No obtuvo;No pobre
0;EEB (1º y 2º ciclo);No pobre
8228050;Especialización (Post universitario);No pobre
1000000;Superior Universitario;No pobre
3240000;Superior Universitario;No pobre
2000000;Superior Universitario;No pobre
1000000;Superior Universitario;No pobre
4000000;Superior Universitario;No pobre
4000000;No obtuvo;No pobre
2500000;Superior Universitario;No pobre
1700000;No obtuvo;No pobre
1500000;No obtuvo;No pobre
7000000;Superior Universitario;No pobre
7150000;Superior Universitario;No pobre
3500000;No obtuvo;No pobre
3000000;No obtuvo;No pobre
5500000;Maestría (Post universitario);No pobre
2500000;Superior Universitario;No pobre
Militar/Policial (Post no universitario)00000;Superior Universitario;No pobre
4200000;No obtuvo;No pobre
2800000;Superior Universitario;No pobre
1650000;Superior Universitario;No pobre
6000000;Especialización (Post universitario);No pobre
2500000;No obtuvo;No pobre
4800000;Educación Inicial;No pobre
5300000;Superior Universitario;No pobre
0;No obtuvo;No pobre
7500000;Maestría (Post universitario);No pobre
500000;Maestría (Post universitario);No pobre
1500000;Especialización (Post universitario);No pobre
Militar/Policial (Post no universitario)00000;No obtuvo;No pobre
400000;No obtuvo;No pobre
2000000;Especialización (Post universitario);No pobre
4200000;Superior Universitario;No pobre
2200000;No obtuvo;No pobre
2200000;No obtuvo;No pobre
2000000;No obtuvo;No pobre
9800000;Superior Universitario;No pobre
0;No obtuvo;No pobre
3580000;No obtuvo;No pobre
1500000;No obtuvo;No pobre
0;Especialización (Post universitario);No pobre
0;No obtuvo;No pobre
2580000;Superior Universitario;No pobre
3000000;Superior Universitario;No pobre
8300000;Especialización (Post universitario);No pobre
2500000;Especialización (Post universitario);No pobre
No obtuvo40000;No obtuvo;No pobre
240000;No obtuvo;Pobre no extremo
7200000;No obtuvo;No pobre
0;No obtuvo;No pobre
2500000;Especialización (Post universitario);Pobre no extremo
0;No obtuvo;Pobre no extremo
0;No obtuvo;Pobre no extremo
1500000;No obtuvo;No pobre
2350000;Técnica Superior;No pobre
3780307;Superior Universitario;No pobre
9000000;Técnica Superior;No pobre
4754500;Superior Universitario;No pobre
2044000;Superior Universitario;No pobre
3320000;Superior Universitario;No pobre
5500000;Maestría (Post universitario);No pobre
3500000;Superior Universitario;No pobre
2700000;No obtuvo;Pobre no extremo
400000;No obtuvo;Pobre no extremo
Militar/Policial (Post no universitario)00000;No obtuvo;No pobre
0;No obtuvo;No pobre
Militar/Policial (Post no universitario)00000;Técnica Superior;No pobre
2200000;No obtuvo;No pobre
No obtuvo87000;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
1000000;No obtuvo;No pobre
2000000;Superior Universitario;No pobre
3084000;Superior Universitario;No pobre
2570000;Superior Universitario;No pobre
600000;No obtuvo;Pobre no extremo
1800000;Formación Docente (Post no universitario);No pobre
1000000;No obtuvo;No pobre
2000000;Superior Universitario;No pobre
3799333;Técnica Superior;No pobre
3155400;No obtuvo;No pobre
2500000;No obtuvo;No pobre
2000000;EEB (1º y 2º ciclo);No pobre
6900000;Especialización (Post universitario);No pobre
0;No obtuvo;No pobre
2500000;Educación Media;No pobre
2000000;Superior Universitario;No pobre
900000;No obtuvo;Pobre no extremo
4000000;No obtuvo;No pobre
2000000;Superior Universitario;No pobre
2000000;EEB (3er ciclo);No pobre
0;EEB (3er ciclo);No pobre
6300000;Superior Universitario;No pobre
20000000;Superior Universitario;No pobre
0;Superior Universitario;No pobre
0;No obtuvo;No pobre
Militar/Policial (Post no universitario)00000;No obtuvo;No pobre
4000000;No obtuvo;No pobre
0;Superior Universitario;No pobre
6000000;Superior Universitario;No pobre
2000000;Especialización (Post universitario);No pobre
2800000;Superior Universitario;No pobre
3000000;No obtuvo;No pobre
0;EEB (1º y 2º ciclo);No pobre
4000000;EEB (3er ciclo);No pobre
0;Superior Universitario;Pobre no extremo
0;Superior Universitario;Pobre no extremo
0;EEB (1º y 2º ciclo);No pobre
3650000;Superior Universitario;No pobre
1000000;EEB (3er ciclo);No pobre
7000000;Superior Universitario;No pobre
0;Superior Universitario;No pobre
